# 편성 비중 (%)
#
# 형식:  주차키, 주-가전, 주-리빙, 주-주방, 월-가전, 월-리빙, 월-주방
#   주차키 : {연도}-{월}-{주차}   예) 2026-08-1
#   "주"   : 해당 주차 편성 비중       (월 교차 주간이면 → 다음달 1주차)
#   "월"   : 해당 월 누적 편성 비중    (월 교차 주간이면 → 이번달 누적)
#
# 값은 % 그대로 적습니다. 4.10 → 4.10%
# 여기에 없는 주차는 비중표가 공란으로 만들어집니다.
# 이 파일을 고쳐서 커밋하면 해당 주차 이미지가 자동으로 다시 만들어집니다.

2026-07-4, 4.10, 7.13,  6.74, 4.49, 6.56, 6.56
2026-07-5, 3.58, 0.00, 13.31, 3.73, 6.44, 6.66
